_id,created_at_datetime,text,in_reply_to_status_id,in_reply_to_user_id,lang,user,cleaned_text,conv_starter
1131287158537560065,2019-05-22 19:54:11,"@KLM Fijn, bedankt! Het is een donkergrijze Bergans jas (soort regenjas/windjack), met een enkele sleutel in de zak met een gekleurde geknoopte sleutelhanger van touw",1.1311944886034637e+18,56377143.0,nl,824207173425262593,@klm fijn bedankt! het is een donkergrijze bergans jas soort regenjaswindjack met een enkele sleutel in de zak met een gekleurde geknoopte sleutelhanger van touw,1131185677230575618
1131292813776302081,2019-05-22 20:16:39,"@Amber_vanderWal Bedankt voor de gegevens.  We hebben het doorgegeven aan ons KLM Lost &amp; Found Team. Alleen als zij het hebben gevonden, nemen we weer contact met je op. We hopen dat het is gevonden!",1.13128715853756e+18,8.242071734252626e+17,nl,56377143,@amber_vanderwal bedankt voor de gegevens we hebben het doorgegeven aan ons klm lost amp found team alleen als zij het hebben gevonden nemen we weer contact met je op we hopen dat het is gevonden!,1131185677230575618
1131305457237319680,2019-05-22 21:06:54,"@KLM Oké, bedankt!",1.1312928137763021e+18,56377143.0,nl,824207173425262593,@klm oké bedankt!,1131185677230575618
1131184239716831232,2019-05-22 13:05:13,"@KLM En verdad es un agrado volar con ustedes pero por favor avisen que abren el counter solo dos horas antes, estuve 6 horas esperando afuera muerta de frío",1.1310898740675666e+18,56377143.0,es,283779031,@klm en verdad es un agrado volar con ustedes pero por favor avisen que abren el counter solo dos horas antes estuve 6 horas esperando afuera muerta de frío,1131184239716831232
1131189264077774854,2019-05-22 13:25:11,"@camireyesb Lamentamos esto profundamente, y esperamos que tengas buen viaje.

Un cordial saludo.",1.1311842397168312e+18,283779031.0,es,56377143,@camireyesb lamentamos esto profundamente y esperamos que tengas buen viaje un cordial saludo,1131184239716831232
1131191763912282112,2019-05-22 13:35:07,"@KLM Hi, any chance you can retrieve an old boarding pass for me even though it's been almost 6 months since I boarded that flight? I need a copy of it and I've deleted my email😅",,56377143.0,en,4806232401,@klm hi any chance you can retrieve an old boarding pass for me even though its been almost 6 months since i boarded that flight? i need a copy of it and ive deleted my email,1131191763912282112
1131197267493445633,2019-05-22 13:56:59,"@stargirlTT Unfortunately, we cannot send a boarding pass for your past dated flights.",1.1311917639122821e+18,4806232401.0,en,56377143,@stargirltt unfortunately we cannot send a boarding pass for your past dated flights,1131191763912282112
1131197643626110977,2019-05-22 13:58:29,@KLM No problem. Thanks for getting back to me so swiftly.,1.1311972674934456e+18,56377143.0,en,4806232401,@klm no problem thanks for getting back to me so swiftly,1131191763912282112
1131198945751982081,2019-05-22 14:03:39,"@klm last time I fly with you. Yesterday you accepted a booking with a 1 hr Schiphol transfer, then before the flight from Newcastle takes off, suddenly massive delays and all flights missed. And you know you’ve got problems at Schiphol. Dishonesty leading to ruined plans.",,56377143.0,en,15168078,@klm last time i fly with you yesterday you accepted a booking with a 1 hr schiphol transfer then before the flight from newcastle takes off suddenly massive delays and all flights missed and you know youve got problems at schiphol dishonesty leading to ruined plans,1131198945751982081
1131200135608885249,2019-05-22 14:08:23,"@astonbowles If all your flights are booked in one ticket, you will be automatically rebooked to the next available flight if you miss your connection in the unfortunate event of a delay. Please send us a DM if you need further assistance.",1.1311989457519821e+18,15168078.0,en,56377143,@astonbowles if all your flights are booked in one ticket you will be automatically rebooked to the next available flight if you miss your connection in the unfortunate event of a delay please send us a dm if you need further assistance,1131198945751982081
1131215028512874498,2019-05-22 15:07:34,@KLM The next available flight is 24hrs later for a location in Europe. Many plans ruined because of your outright dishonesty.,1.1312001356088852e+18,56377143.0,en,15168078,@klm the next available flight is 24hrs later for a location in europe many plans ruined because of your outright dishonesty,1131198945751982081
1131215832980307969,2019-05-22 15:10:46,"@astonbowles We can understand that this was not how you expected your journey to go. For unforeseen expenses due to a cancellation or a flight delay, you may request for possible compensation through this link here: https://t.co/y6e6TyT6j4.",1.1312150285128745e+18,15168078.0,en,56377143,@astonbowles we can understand that this was not how you expected your journey to go for unforeseen expenses due to a cancellation or a flight delay you may request for possible compensation through this link here,1131198945751982081
1131200940621684737,2019-05-22 14:11:35,@Oliver__Clark We kindly advise you to visit https://t.co/jPLJbR29gr to check this.,1.1311995262184694e+18,726117174.0,en,56377143,@oliver__clark we kindly advise you to visit to check this,1131200940621684737
1131202730893205504,2019-05-22 14:18:42,"@KLM Thats no help, can you please confirm either way?",1.1312009406216847e+18,56377143.0,en,726117174,@klm thats no help can you please confirm either way?,1131200940621684737
1131203626377129984,2019-05-22 14:22:15,"@Oliver__Clark We have yet to receive an update regarding this. Furthermore, you can always visit the link we have previously sent to check this once in a while.",1.1312027308932055e+18,726117174.0,en,56377143,@oliver__clark we have yet to receive an update regarding this furthermore you can always visit the link we have previously sent to check this once in a while,1131200940621684737
1131208422379143168,2019-05-22 14:41:19,@aneeshp We will be releasing more details soon!,1.131207613327315e+18,16170765.0,en,56377143,@aneeshp we will be releasing more details soon!,1131208422379143168
1131212352114831360,2019-05-22 14:56:56,"@KLM KL1431 delayed due to ""Late arrival of the catering"" That is a new excuse of the day! At least it isn't ""Low cloud"" like outbound flight 2 days ago! 😱🤣 https://t.co/vZTma8xuyZ",,56377143.0,en,957354742350602240,@klm kl1431 delayed due to late arrival of the catering that is a new excuse of the day! at least it isnt low cloud like outbound flight 2 days ago!,1131212352114831360
1131212971915567104,2019-05-22 14:59:24,"@DavidPrimrose5 We can understand that this was not how you expected your journey to go. For unforeseen expenses due to a cancellation or a flight delay, you may request for possible compensation through this link here: https://t.co/y6e6TyT6j4.",1.1312123521148314e+18,9.573547423506022e+17,en,56377143,@davidprimrose5 we can understand that this was not how you expected your journey to go for unforeseen expenses due to a cancellation or a flight delay you may request for possible compensation through this link here,1131212352114831360
1131216690308632578,2019-05-22 15:14:10,Nice...today I travel with one of the (four?) new @klm planes! Nice one KLM! https://t.co/gH7CkHq8u9,,,en,10437302,nicetoday i travel with one of the four? new @klm planes! nice one klm!,1131216690308632578
1131218821866491912,2019-05-22 15:22:38,"@HelmerNL Your photos look amazing, Helmer! Thank you for flying with us!",1.1312166903086326e+18,10437302.0,en,56377143,@helmernl your photos look amazing helmer! thank you for flying with us!,1131216690308632578
1131215415164702721,2019-05-22 15:09:06,Kies je bewust voor een vlucht bij KLM wordt deze na twee weken van boeken geannuleerd en omgezet naar twee dagen later. Gevolg extra gemaakte boekingskosten die je nergens kunt verhalen. Klant is de dupe en wordt voor het blok gezet #klm #radar #consumentenbond #kassa,,,nl,123663454,kies je bewust voor een vlucht bij klm wordt deze na twee weken van boeken geannuleerd en omgezet naar twee dagen later gevolg extra gemaakte boekingskosten die je nergens kunt verhalen klant is de dupe en wordt voor het blok gezet #klm #radar #consumentenbond #kassa,1131215415164702721
1131222814655164416,2019-05-22 15:38:30,"@stoef78 Roy, we snappen dat dit niet de manier was waarop je je reis met ons in gedachten had. Wij ontvangen graag je boekingscode en meer informatie  in een privé bericht.",1.1312154151647027e+18,123663454.0,nl,56377143,@stoef78 roy we snappen dat dit niet de manier was waarop je je reis met ons in gedachten had wij ontvangen graag je boekingscode en meer informatie in een privé bericht,1131215415164702721
1131241449369088000,2019-05-22 16:52:33,@bakker_erik @KLM Thanks! We staan alweer veilig aan de grond.,1.1312358870130729e+18,144577268.0,nl,10437302,@bakker_erik @klm thanks! we staan alweer veilig aan de grond,1131241449369088000
1131247611669819392,2019-05-22 17:17:02,@HelmerNL We hopen dat je een fijne vlucht hebt gehad en verwelkomen je graag snel weer bij ons aan boord!,1.131241449369088e+18,10437302.0,nl,56377143,@helmernl we hopen dat je een fijne vlucht hebt gehad en verwelkomen je graag snel weer bij ons aan boord!,1131241449369088000
1131248012762767360,2019-05-22 17:18:38,"@KLM Ja, de vlucht was weer ouderwets gezellig. Vriendelijke stewardessen...gezellige medepassagiers. Ik kijk nu al weer uit naar zondag, dan vlieg ik weer met jullie. #frequentflyer #FlyingBlue",1.1312476116698194e+18,56377143.0,nl,10437302,@klm ja de vlucht was weer ouderwets gezellig vriendelijke stewardessengezellige medepassagiers ik kijk nu al weer uit naar zondag dan vlieg ik weer met jullie #frequentflyer #flyingblue,1131241449369088000
1131249492530008065,2019-05-22 17:24:31,@HelmerNL Dat is fijn om te horen. Tot zondag!,1.1312480127627674e+18,10437302.0,nl,56377143,@helmernl dat is fijn om te horen tot zondag!,1131241449369088000
1131248629606486019,2019-05-22 17:21:05,Ja...,,,und,20678856,ja,1131248629606486019
1131251377831858176,2019-05-22 17:32:00,"@frenkie4allll Hoi Frenkie, wat kunnen we voor je doen? Gaat het om een boeking, stuur ons dan een DM met je boekingscode.",1.131248629606486e+18,20678856.0,nl,56377143,@frenkie4allll hoi frenkie wat kunnen we voor je doen? gaat het om een boeking stuur ons dan een dm met je boekingscode,1131248629606486019
1131250634517299202,2019-05-22 17:29:03,@KLM hoe kan ik mijn account deblokkeren? Dank!,,56377143.0,nl,394548633,@klm hoe kan ik mijn account deblokkeren? dank!,1131250634517299202
1131252117119918081,2019-05-22 17:34:57,@jopie19001 Je kunt een nieuw wachtwoord aanvragen via onze website. Voor een KLM-account: https://t.co/fyv1owSnBP of Flying Blue-account: https://t.co/xJE2n4Dw7y.,1.1312506345172992e+18,394548633.0,nl,56377143,@jopie19001 je kunt een nieuw wachtwoord aanvragen via onze website voor een klmaccount of flying blueaccount,1131250634517299202
1131254982139760641,2019-05-22 17:46:20,"@KLM none of our checked bags made it to our destination. Staff at the airport are not able to track. There were 8 bags, so frustrated",,56377143.0,en,18722924,@klm none of our checked bags made it to our destination staff at the airport are not able to track there were 8 bags so frustrated,1131254982139760641
1131256528231718912,2019-05-22 17:52:28,"@_prdp Have you created a PIR with us?  If you still have to do so, you can create this report via https://t.co/h5Uo0Y39Rn.",1.1312549821397606e+18,18722924.0,en,56377143,@_prdp have you created a pir with us? if you still have to do so you can create this report via,1131254982139760641
1131253092626948097,2019-05-22 17:38:49,@KLM ik weet niet welke vegga hipster met knotje jullie hebben aangenomen voor de maaltijden/snacks? Want deze tortilla wrap spinach with couscous salad and spinach is echt te ranzig voor woorden en totaal niet eetbaar. Ga weer een gewoon broodjes met worst of kaas serveren. https://t.co/StvUXZcdmZ,,56377143.0,nl,236389335,@klm ik weet niet welke vegga hipster met knotje jullie hebben aangenomen voor de maaltijdensnacks? want deze tortilla wrap spinach with couscous salad and spinach is echt te ranzig voor woorden en totaal niet eetbaar ga weer een gewoon broodjes met worst of kaas serveren,1131253092626948097
1131259713251938304,2019-05-22 18:05:08,@RdeJongeLughten Bedankt dat je ons hierover inlicht en we waarderen je feedback. Zonder de inbreng van onze passagiers kunnen we onze service niet optimaal verbeteren. We zullen je feedback over maaltijden/snacks doorgeven aan de relevante afdeling.,1.1312530926269481e+18,236389335.0,nl,56377143,@rdejongelughten bedankt dat je ons hierover inlicht en we waarderen je feedback zonder de inbreng van onze passagiers kunnen we onze service niet optimaal verbeteren we zullen je feedback over maaltijdensnacks doorgeven aan de relevante afdeling,1131253092626948097
1131260934087991296,2019-05-22 18:09:59,"Hello @KLM I’ve made an online booking for BHX-KUL, got my e-ticket and confirmation sorted but the payment is still showing as pending on my online banking. Wonder why?",,,en,267418667,hello @klm ive made an online booking for bhxkul got my eticket and confirmation sorted but the payment is still showing as pending on my online banking wonder why?,1131260934087991296
1131261833774542848,2019-05-22 18:13:33,"@ahmadnabil7 We would like to assist you. Can you share your full name, flight number and flight date, and the payment type via DM?",1.1312609340879913e+18,267418667.0,en,56377143,@ahmadnabil7 we would like to assist you can you share your full name flight number and flight date and the payment type via dm?,1131260934087991296
1131270387864690688,2019-05-22 18:47:33,@KLM Kennen jullie Yvette Barry bij het ticket office? Zij hielp mij enorm bij mijn vlucht naar new York! Zij verdient zeker een compliment voor haar harde werk.,1.1308428525298606e+18,56377143.0,nl,1034151216866123777,@klm kennen jullie yvette barry bij het ticket office? zij hielp mij enorm bij mijn vlucht naar new york! zij verdient zeker een compliment voor haar harde werk,1131270387864690688
1131273180788793344,2019-05-22 18:58:38,@RyanPutman7 Heel erg fijn om te horen dat je goed geholpen bent door onze collega bij het ticket office!,1.1312703878646907e+18,1.0341512168661238e+18,nl,56377143,@ryanputman7 heel erg fijn om te horen dat je goed geholpen bent door onze collega bij het ticket office!,1131270387864690688
1131274408075681792,2019-05-22 19:03:31,@KLM Verkering?😳😳,1.1312731807887933e+18,56377143.0,no,1034151216866123777,@klm verkering?,1131270387864690688
1131277493674156032,2019-05-22 19:15:47,"⁦@KLM⁩ via Flying Blue kan ik enkel terugvliegen naar ⁦@Schiphol⁩, echter zou ik op de terugreis graag de KLM bus naar ⁦@EINairport⁩ willen. Kan dat door jullie vooraf of achteraf nog toegevoegd worden? Deze promo reward actie is nog maar tot vrijdag geldig. https://t.co/v0snpsOuNi",,,nl,2186639444,@klm via flying blue kan ik enkel terugvliegen naar @schiphol echter zou ik op de terugreis graag de klm bus naar @einairport willen kan dat door jullie vooraf of achteraf nog toegevoegd worden? deze promo reward actie is nog maar tot vrijdag geldig,1131277493674156032
1131282681692610561,2019-05-22 19:36:24,"@FelixVHV Hoi Felix, dat is mogelijk. Meer informatie kan je hier vinden: https://t.co/D0Kz18RWHU",1.131277493674156e+18,2186639444.0,nl,56377143,@felixvhv hoi felix dat is mogelijk meer informatie kan je hier vinden,1131277493674156032
1131283711679508481,2019-05-22 19:40:29,"@KLM Op die pagina vond ik inderdaad dat dit “tijdens het boeken” toegevoegd kan worden. Echter staat de Flying Blue webpagina dat niet toe, zie screenshot. Het is namelijk alleen nodig op de terugweg. https://t.co/WP7qS8NTUF",1.1312826816926106e+18,56377143.0,nl,2186639444,@klm op die pagina vond ik inderdaad dat dit tijdens het boeken toegevoegd kan worden echter staat de flying blue webpagina dat niet toe zie screenshot het is namelijk alleen nodig op de terugweg,1131277493674156032
1131296391421153281,2019-05-22 20:30:52,@FelixVHV We willen je adviseren om ons even te bellen op het volgende telefoonnummer 020 - 4747 747 optie 2. Onze collega's assisteren je graag.,1.1312837116795085e+18,2186639444.0,nl,56377143,@felixvhv we willen je adviseren om ons even te bellen op het volgende telefoonnummer 020 4747 747 optie 2 onze collegas assisteren je graag,1131277493674156032
1131281460571365382,2019-05-22 19:31:33,Dear @klm it’s not the first it’s not the second it’s not the 3rd I’m having issues with your service. But I keep coming back. It seems you take your customers for granted and will only take up issues when it’s made public,,,en,824024262386286592,dear @klm its not the first its not the second its not the 3rd im having issues with your service but i keep coming back it seems you take your customers for granted and will only take up issues when its made public,1131281460571365382
1131282736633864195,2019-05-22 19:36:37,"@AmyBDanquah Hello Aimee, we regret hearing this. We would like to learn more about your experience. Could you please send us a Direct Message about this so we can discuss them further? Thank you!",1.1312814605713654e+18,8.240242623862866e+17,en,56377143,@amybdanquah hello aimee we regret hearing this we would like to learn more about your experience could you please send us a direct message about this so we can discuss them further? thank you!,1131281460571365382
1131281689051828224,2019-05-22 19:32:27,"Big thanks to @airfrance and @KLM  for allowing a delay from BUD to CDG which was scheduled to depart at 12:10 that meant i missed my connecting flight. 6.5 hour wait in CDG and when it comes to boarding, tell me my #flybluepetrolium card doesnt entitle me to priority boarding.",,,en,977096243204804608,big thanks to @airfrance and @klm for allowing a delay from bud to cdg which was scheduled to depart at 1210 that meant i missed my connecting flight 65 hour wait in cdg and when it comes to boarding tell me my #flybluepetrolium card doesnt entitle me to priority boarding,1131281689051828224
1131283320266993664,2019-05-22 19:38:56,"@les_peacock_87 If all your flights are booked in one ticket, you will be automatically rebooked to the next available flight if you miss your connection in the unfortunate event of a delay.",1.1312816890518282e+18,9.770962432048046e+17,en,56377143,@les_peacock_87 if all your flights are booked in one ticket you will be automatically rebooked to the next available flight if you miss your connection in the unfortunate event of a delay,1131281689051828224
1131283955230105605,2019-05-22 19:41:27,"@KLM Which i was.

The next flight was 6.5 hours later which we are about to board.

What is the point in having a sky blue petroleum account if you are not able to use priority boarding after sitting aimlessly in an airport for 6.5 hours for something which is not your fault?",1.1312833202669937e+18,56377143.0,en,977096243204804608,@klm which i was the next flight was 65 hours later which we are about to board what is the point in having a sky blue petroleum account if you are not able to use priority boarding after sitting aimlessly in an airport for 65 hours for something which is not your fault?,1131281689051828224
1131285326385885185,2019-05-22 19:46:54,"@les_peacock_87 We truly regret the inconvenience this unwanted delay has brought, Les. Thank you for understanding.",1.1312839552301056e+18,9.770962432048046e+17,en,56377143,@les_peacock_87 we truly regret the inconvenience this unwanted delay has brought les thank you for understanding,1131281689051828224
1131285879450984452,2019-05-22 19:49:06,"@KLM You miss the point. 

I dont understand. 

I accept flights are delayed; but i dont understand how your staff dont understand the benefits of certain memberships, nor can they do anything to mitigate the inconvenience",1.1312853263858852e+18,56377143.0,en,977096243204804608,@klm you miss the point i dont understand i accept flights are delayed but i dont understand how your staff dont understand the benefits of certain memberships nor can they do anything to mitigate the inconvenience,1131281689051828224
1131287838216081408,2019-05-22 19:56:53,@les_peacock_87 We appreciate you bringing this to our attention. We truly value your feedback. We will relay your message regarding this to the relevant department. Thank you.,1.1312858794509844e+18,9.770962432048046e+17,en,56377143,@les_peacock_87 we appreciate you bringing this to our attention we truly value your feedback we will relay your message regarding this to the relevant department thank you,1131281689051828224
1131282551224586248,2019-05-22 19:35:53,#KLM @klm A Strong and Lasting Logo https://t.co/m6GVs8KoV0 I found this pedant or keyring in an old box today. I wonder what it is and from which time it originates. Can you possibly help ? https://t.co/EDPV3yfPJl,,,en,699959204371632131,#klm @klm a strong and lasting logo i found this pedant or keyring in an old box today i wonder what it is and from which time it originates can you possibly help ?,1131282551224586248
1131284867411529728,2019-05-22 19:45:05,@Duenengeist This is such a wonderful find! We are going to check this on our history and will let you know as soon as possible.,1.1312825512245862e+18,6.999592043716321e+17,en,56377143,@duenengeist this is such a wonderful find! we are going to check this on our history and will let you know as soon as possible,1131282551224586248
1131870841447288833,2019-05-24 10:33:32,"@Duenengeist We're back as promised. Upon checking, we can see that this pendant looks like from the 50's. We are unable to find the exact date, but this is certainly sixty years old. We hope this clarifies.",1.1312825512245862e+18,6.999592043716321e+17,en,56377143,@duenengeist were back as promised upon checking we can see that this pendant looks like from the 50s we are unable to find the exact date but this is certainly sixty years old we hope this clarifies,1131282551224586248
1133614271210971136,2019-05-29 06:01:18,@KLM Thank you very much for finding out. I will try to find out more about it next weekend. I still have some boxes and paperwork to go through...,1.1318708414472888e+18,56377143.0,en,699959204371632131,@klm thank you very much for finding out i will try to find out more about it next weekend i still have some boxes and paperwork to go through,1131282551224586248
1133615618345832449,2019-05-29 06:06:39,@Duenengeist No worries! Let us know should you have further queries! ✈️,1.1336142712109711e+18,6.999592043716321e+17,en,56377143,@duenengeist no worries! let us know should you have further queries!,1131282551224586248
1131289828539162624,2019-05-22 20:04:48,"@KLM put Inge and me in separate rows today and then wanted to charge us 200-plus euros to switch seats and sit together. Otherwise, nice flight with very helpful staff.",,56377143.0,en,105558773,@klm put inge and me in separate rows today and then wanted to charge us 200plus euros to switch seats and sit together otherwise nice flight with very helpful staff,1131289828539162624
1131291899925540865,2019-05-22 20:13:01,"@dabaird On most of our flights payment is required during the Advanced Seat Reservation process. The reason behind this is that the ’first come, first served’ seating model lacks the flexibility our passengers desire. Our most loyal frequent flyers and passengers with reduced mobility &gt;&gt;",1.1312898285391626e+18,105558773.0,en,56377143,@dabaird on most of our flights payment is required during the advanced seat reservation process the reason behind this is that the first come first served seating model lacks the flexibility our passengers desire our most loyal frequent flyers and passengers with reduced mobility gtgt,1131289828539162624
1131292022655070208,2019-05-22 20:13:31,@dabaird were not always able to choose their seat of preference and families with young children were not always seated together. During (online) check-in all standard Economy Seats are free for all of our passengers. More information can be found via: https://t.co/Np1K85V3ka. &gt;&gt;,1.1312898285391626e+18,105558773.0,en,56377143,@dabaird were not always able to choose their seat of preference and families with young children were not always seated together during online checkin all standard economy seats are free for all of our passengers more information can be found via gtgt,1131289828539162624
1131554489763340290,2019-05-23 13:36:28,"@KLM Not sure I’m buying this, but whatever. Don’t bother to respond.",1.1312920226550702e+18,56377143.0,en,105558773,@klm not sure im buying this but whatever dont bother to respond,1131289828539162624
1131292177240350725,2019-05-22 20:14:08,"@dabaird Nonetheless., we are glad to know you have enjoyed your flight with us, David! Thank you!",1.1312898285391626e+18,105558773.0,en,56377143,@dabaird nonetheless we are glad to know you have enjoyed your flight with us david! thank you!,1131289828539162624
1131295132899323904,2019-05-22 20:25:52,"@KLM I forgot a German language learning book in the seat pocket in front of my seat! My flight details: Seat 11D, KL1849 from Amsterdam to Vienna, 20th May 2019. The book is titled 'MENSCHEN' (A2.1). Could you please try to find it asap? It has my study notes for examination!",,56377143.0,en,936523062262026240,@klm i forgot a german language learning book in the seat pocket in front of my seat! my flight details seat 11d kl1849 from amsterdam to vienna 20th may 2019 the book is titled menschen a21 could you please try to find it asap? it has my study notes for examination!,1131295132899323904
1131296734892761088,2019-05-22 20:32:14,@UnesLiu We are sorry to read that you lost your belonging on board. We would like to advise you to contact the Lost &amp; Found department of the airport of arrival. We hope that it has been found!,1.1312951328993239e+18,9.365230622620262e+17,en,56377143,@unesliu we are sorry to read that you lost your belonging on board we would like to advise you to contact the lost amp found department of the airport of arrival we hope that it has been found!,1131295132899323904
1131296967366238208,2019-05-22 20:33:10,Flying @KLM is always a pleasure. #kl1634 https://t.co/GBK20ikGZd,,,en,217394619,flying @klm is always a pleasure #kl1634,1131296967366238208
1131298521129340928,2019-05-22 20:39:20,@Golf_Tiger We hope you've enjoyed your flight with us!,1.1312969673662382e+18,217394619.0,en,56377143,@golf_tiger we hope youve enjoyed your flight with us!,1131296967366238208
1131298235165945856,2019-05-22 20:38:12,???,,,und,1104387034192506881,???,1131298235165945856
